# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_vary_psi_EPs_v0.3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12
-6280.92,0.356522,0.304819,3,0,57.1902,22.7175,143.195,52.3352,39.0755,21.285,46.5655,14.7386,77.7046,177.89,65.5586,9.38232,0.197296,-1.21962,-1.41836,-1.68282,0.175792,-1.66372,-0.36461,-1.64216,-1.74665,-1.16802,-1.90754,-1.54596,-1.17333,0.516158,2.44659,0.295343,0.242111,0.185849,1.19219,0.189433,0.694467,0.193561,0.174357,0.310982,0.148445,0.213108,0.309335
-6279.42,0.999961,0.077799,5,0,61.6069,22.7861,126.582,48.1009,31.0296,15.2431,44.1651,15.0882,73.0665,170.154,58.2891,6.66044,0.191029,-0.422496,-1.23193,-1.79151,-0.480663,-1.63717,-1.30722,-1.51649,-1.47573,-1.03807,-1.86698,-1.10387,-1.99442,0.0287545,1.99169,0.655409,0.29173,0.166709,0.618373,0.194529,0.27057,0.21948,0.228612,0.354137,0.154589,0.331586,0.136092
-6276.59,1,0.148717,4,0,55.7393,20.4234,128.878,57.9016,38.6244,17.9371,47.5814,16.0773,66.4548,167.991,67.7016,11.2923,0.218952,-0.833585,-1.24128,-1.71733,0.0484072,-1.63322,-1.20561,-1.53303,-1.57804,-1.25577,-1.87349,-1.31294,0.338891,0.00387625,1.04093,0.434489,0.289014,0.179545,1.0496,0.195299,0.299509,0.215881,0.206379,0.284856,0.153587,0.269028,1.40339
-6275.06,0.291757,0.28262,3,0,54.9414,21.0314,130.817,58.5241,39.8992,17.6293,49.3989,16.5763,67.1729,165.044,65.8251,10.8859,0.214815,-0.974282,-1.30527,-1.69309,0.0256409,-1.63216,-1.17835,-1.52346,-1.55264,-1.26355,-1.86966,-1.27945,-0.304005,0.00521745,1.19739,0.377463,0.271099,0.183951,1.02597,0.195507,0.307787,0.217955,0.211689,0.282649,0.154177,0.27819,0.737857
-6275.56,0.997606,0.0612885,5,0,57.4635,23.3394,132.927,53.5225,38.1169,17.8001,46.6195,17.5914,67.8866,171.107,67.1503,9.35409,0.216226,-1.14801,-1.33288,-1.66839,0.0507062,-1.64795,-1.27148,-1.47137,-1.53765,-1.28415,-1.88222,-1.21065,-0.231667,0.0157837,1.59021,0.317266,0.263716,0.18855,1.05201,0.192444,0.280418,0.22961,0.214886,0.276886,0.152251,0.298004,0.79321
-6277.27,0.931434,0.11572,4,0,58.1223,28.0722,137.824,55.9433,33.3336,18.6629,49.9886,16.8914,71.9164,168.488,66.5532,7.73235,0.205214,-0.478711,-1.54444,-1.62426,-0.0116237,-1.65277,-1.05342,-1.52187,-1.41767,-1.01296,-1.84401,-1.11776,-2.20966,0.024732,1.62701,0.619582,0.213432,0.197057,0.988444,0.191519,0.348742,0.218303,0.242277,0.363144,0.158182,0.327011,0.109738
-6275.08,0.868228,0.177539,4,0,70.039,21.2421,140.408,52.912,40.7285,20.0057,48.7762,14.9954,73.0302,176.243,69.1097,6.97409,0.193063,-0.758275,-1.0906,-1.69975,-0.696328,-1.57377,-1.29009,-1.62354,-1.60406,-1.05042,-1.83016,-1.19382,-2.28653,0.114745,1.79508,0.468474,0.336015,0.18273,0.498412,0.207263,0.275246,0.197199,0.201079,0.349792,0.160388,0.303062,0.101618
-6271.81,0.859661,0.224259,4,0,47.5539,23.6482,127.565,51.8411,33.6459,18.8003,43.6165,14.0501,70.8461,163.034,53.9425,6.36578,0.202581,-1.2552,-1.42115,-1.67754,-0.283152,-1.5727,-0.583282,-1.53333,-1.72989,-1.01214,-1.76408,-1.41256,-2.16084,0.130885,2.32144,0.28502,0.241437,0.186833,0.753405,0.207484,0.558064,0.215817,0.177304,0.363442,0.171344,0.243519,0.115228
-6270.85,0.931635,0.275322,3,0,54.0751,19.7593,127.655,47.3045,32.6084,17.1734,42.8433,14.873,66.3594,158.753,67.0475,7.81749,0.199467,-0.81197,-1.12697,-1.63675,-0.541047,-1.51924,-1.11126,-1.56938,-1.56031,-1.17448,-1.92165,-1.08412,-1.40459,0.0562504,1.84419,0.443982,0.324013,0.194611,0.582138,0.218877,0.329144,0.208173,0.21007,0.308978,0.146365,0.3382,0.245468
-6274.36,0.607051,0.416201,2,0,61.7723,15.5984,125.28,51.1862,35.6791,15.3404,45.579,13.9359,66.5639,152.611,63.0488,7.64638,0.198903,-0.903937,-1.20152,-1.62595,-0.499231,-1.53418,-1.52311,-1.54959,-1.67415,-0.980248,-1.91118,-1.00232,-1.54359,0.118554,1.35276,0.404972,0.300736,0.196725,0.606997,0.215632,0.218033,0.212335,0.187468,0.375218,0.147906,0.367028,0.213612
-6271.63,0.589808,0.243314,3,0,63.2954,26.6272,136.894,52.1644,38.5334,16.4941,46.773,14.259,71.9281,165.838,57.9597,6.2855,0.208563,-0.383819,-1.39448,-1.67947,-0.329843,-1.53698,-1.50014,-1.57675,-1.47649,-1.05445,-1.83203,-1.44286,-2.19476,0.305894,2.07233,0.681255,0.247963,0.186473,0.719037,0.215029,0.223099,0.206646,0.228439,0.348384,0.160089,0.236252,0.111386
-6272.27,0.950175,0.136632,4,0,50.7825,21.6072,137.216,50.8719,32.6242,21.352,49.4278,15.5801,68.6771,170.545,65.0449,8.35906,0.18877,-1.13679,-1.20417,-1.63903,-0.480233,-1.64746,-0.735509,-1.56721,-1.69991,-1.29401,-1.85733,-1.27067,-0.0356865,0.0503723,1.34432,0.320847,0.299941,0.194168,0.618639,0.192538,0.479261,0.208626,0.182699,0.27417,0.156089,0.280645,0.964943
-6270.12,0.92451,0.217016,3,0,61.5925,20.5735,128.832,56.1677,33.882,17.2047,44.9313,14.2009,68.1779,158.535,57.883,10.6089,0.208775,-0.950951,-1.058,-1.6692,-0.253387,-1.61676,-1.08233,-1.65166,-1.57101,-1.11564,-1.82434,-1.31974,0.578547,0.113656,1.536,0.386374,0.347148,0.188398,0.776167,0.198541,0.338807,0.191732,0.207835,0.327706,0.161323,0.267206,1.78344
-6274.64,0.879137,0.318071,2,0,59.0142,18.328,127.136,46.7493,36.9456,18.4069,46.1268,12.9784,66.2299,166.843,57.9689,8.5925,0.197792,-0.77806,-1.29409,-1.59821,-0.436681,-1.60129,-1.19508,-1.66161,-1.40503,-1.20062,-1.79865,-1.38866,-0.725567,0.0888136,1.01308,0.459296,0.274146,0.202259,0.646178,0.201636,0.30268,0.189833,0.245359,0.301007,0.165523,0.249409,0.48405
-6277.29,0.781788,0.407805,2,0,59.3461,22.611,129.42,57.5362,34.4224,19.8993,45.5247,14.2283,73.0008,164.954,49.3149,8.66747,0.205839,-1.00428,-1.33153,-1.61826,-0.46287,-1.60519,-0.544611,-1.53705,-1.51134,-0.910292,-1.81394,-1.30659,-0.68791,0.0975368,2.76229,0.366309,0.264072,0.198243,0.629475,0.200851,0.580067,0.215015,0.220613,0.402407,0.163011,0.270743,0.502625
-6277.29,0.0496687,0.397055,2,0,59.3461,22.611,129.42,57.5362,34.4224,19.8993,45.5247,14.2283,73.0008,164.954,49.3149,8.66747,0.205839,-1.00428,-1.33153,-1.61826,-0.46287,-1.60519,-0.544611,-1.53705,-1.51134,-0.910292,-1.81394,-1.30659,-0.68791,0.0975368,2.76229,0.366309,0.264072,0.198243,0.629475,0.200851,0.580067,0.215015,0.220613,0.402407,0.163011,0.270743,0.502625
-6278.76,0.997781,0.0512143,5,0,50.8709,21.7247,131.025,48.1347,36.6345,18.2278,47.1546,13.1099,71.9668,162.703,64.3776,5.73454,0.204898,-1.26481,-1.22863,-1.70203,-0.20072,-1.51859,-1.30943,-1.49191,-1.67858,-1.03308,-1.87004,-1.50248,-2.2373,0.0678187,0.962074,0.282292,0.292693,0.182314,0.818141,0.21902,0.269975,0.224942,0.18664,0.35591,0.154118,0.222578,0.106746
-6276.17,0.999266,0.0917094,4,0,58.2682,18.9578,127.638,54.9217,32.0153,16.0584,45.6397,13.9688,73.0161,158.229,53.6563,11.714,0.191318,-0.991695,-1.40721,-1.66893,-0.693803,-1.54403,-1.3297,-1.58136,-1.74129,-1.04274,-1.84959,-1.26633,0.0346722,0.247152,3.05769,0.370948,0.244824,0.188448,0.499672,0.213519,0.264557,0.205695,0.175295,0.352489,0.157302,0.281863,1.03528
-6276.64,0.946787,0.163308,3,0,57.7851,21.4117,122.278,55.9541,32.4965,16.9607,47.6287,14.3032,70.4278,158.672,53.7219,9.75446,0.203433,-1.06829,-1.34895,-1.632,-0.591946,-1.56046,-1.22818,-1.57906,-1.80961,-0.995135,-1.88755,-1.25185,0.374521,0.193562,3.03854,0.343596,0.259512,0.195538,0.55325,0.210039,0.292825,0.206168,0.163718,0.369674,0.151443,0.285977,1.4543
-6271.71,0.931679,0.250086,3,0,54.9294,24.0917,130.364,53.4898,37.7539,17.4108,43.1343,12.8505,71.4706,156.48,54.5421,9.78292,0.19906,-1.00166,-1.32032,-1.64479,-0.310125,-1.60031,-1.11512,-1.59185,-1.6892,-0.933279,-1.88278,-1.26366,-0.299096,0.144164,2.64536,0.367268,0.267051,0.193054,0.733356,0.201834,0.327877,0.203549,0.184668,0.393262,0.152167,0.282618,0.741488
-6269.82,0.973132,0.365275,2,0,60.3326,17.993,120.556,47.9155,35.4872,20.2361,45.5418,12.8669,66.5495,160.475,62.6947,9.28646,0.19725,-0.837369,-1.341,-1.67729,-0.691798,-1.63175,-0.784956,-1.54582,-1.68615,-1.11999,-1.85509,-1.18206,-0.477621,0.16441,1.09063,0.432848,0.261584,0.186879,0.500675,0.195588,0.45614,0.213137,0.185232,0.326284,0.156438,0.306645,0.620257
-6271.85,0.239091,0.591835,2,0,58.8013,16.4009,127.213,48.4223,35.9116,19.7435,45.0018,12.5212,68.9814,163.006,61.9278,10.6328,0.197252,-1.01127,-1.41065,-1.68973,-0.814462,-1.65578,-0.430224,-1.55608,-1.71718,-1.06895,-1.88568,-1.22217,0.257705,0.134201,1.16565,0.363756,0.243986,0.18457,0.442877,0.190944,0.650363,0.210961,0.179572,0.343368,0.151726,0.294589,1.29396
-6270.26,0.965255,0.138104,4,0,62.2344,25.0408,125.801,54.9258,35.1231,20.7364,47.1722,14.4746,73.4795,172.519,61.6576,8.44688,0.201673,-0.361439,-1.17476,-1.75184,-0.252188,-1.60052,-0.987209,-1.62802,-1.65445,-1.11173,-1.81699,-1.26586,-1.42683,0.384953,2.35117,0.696673,0.308894,0.173455,0.777099,0.201791,0.372615,0.196318,0.191196,0.328988,0.162515,0.281997,0.240069
-6275.56,0.909192,0.219195,3,0,55.709,27.9473,134.993,48.5501,34.0217,19.0728,45.874,12.0282,70.852,161.776,59.2297,10.0121,0.192825,-1.29635,-1.51803,-1.50326,-0.728487,-1.57251,-0.414165,-1.59095,-1.74005,-1.0123,-1.89061,-1.49625,-0.265521,0.030852,1.09947,0.273529,0.219144,0.222404,0.482639,0.207523,0.660892,0.203732,0.175511,0.363382,0.15098,0.223969,0.766806
-6274.21,0.729625,0.298724,3,0,64.3417,18.6888,127.187,53.4532,34.628,21.427,45.8709,15.9244,69.4634,160.56,62.1005,11.5377,0.203894,-0.931429,-1.03724,-1.79023,-0.0702436,-1.60505,-0.634546,-1.59346,-1.7077,-1.0654,-1.87621,-1.12636,0.0986706,0.173462,1.91655,0.39399,0.354432,0.166923,0.932167,0.20088,0.530176,0.20322,0.181283,0.344589,0.153169,0.324212,1.1037
-6279.03,0.970501,0.255444,3,0,57.0298,28.5527,125.957,51.6553,34.0344,21.1302,46.8116,13.3314,69.2994,161.181,56.0389,6.17453,0.1894,-0.607283,-1.66148,-1.72012,0.322974,-1.58762,-0.65442,-1.51798,-1.54918,-1.09078,-1.84002,-1.59047,-1.75297,0.0836442,1.27955,0.544829,0.189859,0.179044,1.38123,0.204412,0.519743,0.219155,0.212423,0.335955,0.158815,0.20383,0.173258
-6276.42,0.265499,0.404545,3,0,59.1105,21.6599,130.541,47.5926,31.6313,19.7324,45.8774,14.9614,71.9435,168.055,58.3829,6.89003,0.203153,-0.910963,-1.39763,-1.66157,0.404258,-1.67829,-0.420107,-1.54698,-1.67771,-1.02157,-1.96457,-1.40652,-2.1163,0.0213997,1.65924,0.402137,0.247183,0.189841,1.49819,0.186693,0.656976,0.212889,0.1868,0.360027,0.140215,0.244994,0.120476
-6276.41,0.993355,0.10691,4,0,59.9142,20.186,127.057,57.3662,37.3261,20.8467,45.3573,13.7877,69.7,157.34,53.4014,6.46146,0.189402,-0.828211,-1.28305,-1.60607,0.367399,-1.63706,-0.471149,-1.60403,-1.71016,-0.97901,-1.84693,-1.34864,-2.0752,0.00145397,1.48509,0.43683,0.27719,0.200675,1.44397,0.19455,0.624285,0.201084,0.180837,0.375683,0.157721,0.259592,0.125531
-6275.17,0.924585,0.17921,4,0,56.373,21.2279,131.223,59.6333,38.3141,16.7588,46.1505,15.7368,72.3971,169.41,64.0869,6.37459,0.197173,-1.15257,-1.27338,-1.69885,0.64519,-1.53302,-1.18166,-1.56693,-1.5176,-1.05344,-1.83703,-1.14733,-2.1756,0.730207,2.14648,0.315824,0.279883,0.182894,1.90635,0.215884,0.306768,0.208684,0.219237,0.348736,0.15929,0.317484,0.113541
-6275.66,0.901829,0.251136,3,0,57.1788,22.5365,126.988,50.5858,35.7062,21.0616,48.3362,16.7141,69.1283,164.385,61.1667,6.93846,0.205348,-1.03099,-1.33484,-1.80169,0.648693,-1.55954,-0.549093,-1.55642,-1.65515,-1.21898,-1.88962,-1.14559,-1.80667,0.34598,2.36438,0.356653,0.2632,0.165019,1.91304,0.210233,0.577474,0.210889,0.191064,0.295531,0.15113,0.318035,0.1642
-6272.34,0.873063,0.330996,3,0,55.0991,22.6343,134.984,50.5399,32.7929,16.829,47.0215,13.5881,72.4431,167.893,61.9631,6.45998,0.199092,-1.10971,-1.31991,-1.52992,0.523851,-1.58483,-1.25799,-1.61151,-1.45601,-0.950394,-1.80535,-1.44455,-2.02094,0.0554544,1.65735,0.329655,0.26716,0.216553,1.68852,0.204983,0.284225,0.199585,0.233164,0.386589,0.164418,0.235852,0.132531
-6277.5,0.363553,0.404835,2,0,56.2003,25.298,133.965,49.9631,37.6873,16.7183,45.8143,13.5382,75.6963,166.784,61.1759,5.526,0.202374,-1.08275,-1.29131,-1.57701,0.509685,-1.56379,-0.89725,-1.60378,-1.52086,-0.917464,-1.85733,-1.49617,-2.18175,0.101318,2.25254,0.338663,0.274911,0.206592,1.66477,0.209341,0.407689,0.201135,0.218525,0.399531,0.156088,0.223986,0.112844
-6277.25,0.952192,0.142455,4,0,55.8108,22.6191,134.205,53.8325,33.3565,20.2385,48.5911,15.6565,73.9199,167.695,53.2472,8.77382,0.183126,-1.10353,-1.13462,-1.6996,0.586243,-1.54363,-1.17978,-1.6441,-1.60202,-1.03504,-1.92654,-1.3128,-1.49221,0.0415611,1.31773,0.331698,0.321544,0.182756,1.79722,0.213605,0.307345,0.193186,0.201489,0.355211,0.145651,0.269064,0.224875
-6275.44,1,0.211651,4,0,48.0947,23.3561,133.62,54.5588,39.4876,18.9685,47.5958,15.1068,68.178,163.006,68.3929,6.64881,0.203736,-1.16491,-1.43617,-1.64533,0.124078,-1.58469,-0.960453,-1.60701,-1.48125,-1.05034,-1.79572,-1.41592,-2.19857,0.125739,1.97524,0.311952,0.237837,0.192949,1.1321,0.20501,0.38272,0.200486,0.227353,0.34982,0.166009,0.242702,0.110962
-6275.74,0.810869,0.350811,2,0,46.0079,24.4647,135.359,52.5199,39.0377,20.4181,46.8113,15.1932,67.7905,162.294,65.3271,7.42282,0.197056,-1.11596,-1.46259,-1.63707,0.181056,-1.56362,-1.05006,-1.60017,-1.4999,-1.11864,-1.80598,-1.37332,-2.05502,0.0991755,1.834,0.327601,0.231636,0.19455,1.19848,0.209376,0.349918,0.201862,0.223152,0.326725,0.164314,0.253264,0.128091
-6277.7,1,0.367484,2,0,51.0837,28.8947,131.256,53.4742,35.1811,19.36,48.409,15.1025,72.3836,173.376,56.2135,5.77507,0.213547,-1.58859,-1.46422,-1.66669,-0.00764257,-1.5463,-0.800787,-1.60246,-1.38305,-1.14575,-1.88977,-1.45384,-2.12319,0.0978473,1.93147,0.204214,0.231257,0.188871,0.992387,0.213035,0.448976,0.2014,0.250812,0.317984,0.151107,0.233672,0.119649
-6277.7,1.56139e-14,0.602551,1,0,51.0837,28.8947,131.256,53.4742,35.1811,19.36,48.409,15.1025,72.3836,173.376,56.2135,5.77507,0.213547,-1.58859,-1.46422,-1.66669,-0.00764257,-1.5463,-0.800787,-1.60246,-1.38305,-1.14575,-1.88977,-1.45384,-2.12319,0.0978473,1.93147,0.204214,0.231257,0.188871,0.992387,0.213035,0.448976,0.2014,0.250812,0.317984,0.151107,0.233672,0.119649
-6278.16,0.999966,0.0929382,4,0,48.4188,25.6594,135.127,50.2195,34.2562,21.239,48.1613,17.0886,66.0171,171.319,64.0471,7.96496,0.194781,-1.20134,-1.45613,-1.74079,-0.201792,-1.58246,-0.819536,-1.59453,-1.39296,-1.30161,-1.77067,-1.44845,-1.7144,0.063586,2.5715,0.300792,0.233137,0.175381,0.817265,0.20547,0.440636,0.203004,0.248339,0.272095,0.170218,0.234935,0.180072
-6278.23,0.983404,0.152732,4,0,63.3154,20.2065,138.515,53.2911,36.4313,19.6319,46.4333,13.7127,71.9398,155.933,58.112,6.41265,0.201199,-0.700271,-1.13423,-1.62495,-0.532988,-1.46115,-0.117356,-1.53477,-1.7239,-1.02451,-1.93442,-1.22066,-1.69712,0.126808,1.06959,0.496451,0.321671,0.196921,0.586849,0.231969,0.889268,0.215506,0.17837,0.358971,0.144508,0.295034,0.18321
-6274.34,0.87875,0.239914,3,0,58.9852,22.7849,127.318,47.2432,33.1883,21.6181,46.8272,13.4719,67.8129,166.51,59.9434,7.1416,0.18888,-0.301907,-1.27446,-1.5561,-0.25574,-1.47409,-0.195499,-1.5795,-1.50353,-1.18834,-1.88051,-1.26031,-2.06256,0.194224,1.68785,0.739407,0.279582,0.210958,0.774343,0.228988,0.822424,0.206078,0.222343,0.304728,0.152512,0.283566,0.127128
-6273.94,0.832934,0.294138,3,0,64.7621,22.9732,138.175,59.1674,31.304,19.8264,47.9335,14.4023,66.5369,169.138,58.6655,6.39345,0.204549,-0.851395,-1.0283,-1.62027,-0.248568,-1.52644,-0.471681,-1.59457,-1.61359,-1.30323,-1.78471,-1.27293,-2.24054,0.202158,1.66858,0.426819,0.357614,0.197846,0.779917,0.217308,0.623952,0.202995,0.19917,0.271652,0.167845,0.28001,0.106401
-6273.14,0.630553,0.323725,2,0,64.1962,27.4811,131.323,57.7263,34.0999,22.0171,46.0896,13.3071,72.1363,174.268,64.4385,7.50787,0.19673,-0.482358,-1.2043,-1.66314,-0.701899,-1.48977,-0.277986,-1.59198,-1.55668,-1.19558,-1.82789,-1.22723,-1.69303,0.104534,1.64144,0.617326,0.299902,0.189543,0.495643,0.225424,0.757307,0.203523,0.210836,0.302529,0.160752,0.293102,0.183961
-6271.59,0.93016,0.224217,4,0,48.7926,18.2148,132.049,55.6446,37.1355,21.6326,46.3416,18.2287,72.0874,163.552,61.0252,7.47064,0.198598,-1.10243,-1.41002,-1.60538,-0.494336,-1.5313,-0.527784,-1.64359,-1.51814,-1.04015,-1.81529,-1.39916,-1.81679,0.164017,1.77831,0.332063,0.244137,0.200814,0.609976,0.216254,0.589911,0.193285,0.21912,0.353403,0.162791,0.246804,0.162547
-6271.48,0.823249,0.307733,2,0,49.1492,19.2789,136.536,56.7672,37.4978,20.7678,45.9111,17.8249,73.2543,165.429,61.4074,6.81894,0.199315,-1.16021,-1.43303,-1.61735,-0.485365,-1.55214,-0.515926,-1.65329,-1.5487,-1.02067,-1.83861,-1.41445,-1.52145,0.142128,1.70914,0.31342,0.238586,0.198424,0.615472,0.211795,0.596947,0.191419,0.212524,0.360355,0.159038,0.243058,0.218395
-6273.41,0.990452,0.330595,2,0,47.9834,18.3932,134.656,58.2799,37.8792,19.8804,46.0673,17.7729,71.8287,165.104,62.3242,6.67227,0.202231,-1.24363,-1.47165,-1.60951,-0.594989,-1.57193,-0.51351,-1.64493,-1.59623,-1.0849,-1.83734,-1.41605,-1.96326,0.206686,1.53698,0.288337,0.229547,0.199985,0.551569,0.207643,0.598391,0.193026,0.20266,0.337935,0.159241,0.24267,0.1404
-6273.41,0.181672,0.516,2,0,47.9834,18.3932,134.656,58.2799,37.8792,19.8804,46.0673,17.7729,71.8287,165.104,62.3242,6.67227,0.202231,-1.24363,-1.47165,-1.60951,-0.594989,-1.57193,-0.51351,-1.64493,-1.59623,-1.0849,-1.83734,-1.41605,-1.96326,0.206686,1.53698,0.288337,0.229547,0.199985,0.551569,0.207643,0.598391,0.193026,0.20266,0.337935,0.159241,0.24267,0.1404
-6271.77,0.998258,0.132313,4,0,62.5465,26.0411,129.749,50.92,32.047,18.5936,46.3913,12.66,63.6468,168.652,56.8177,7.80925,0.183959,-0.68057,-1.07124,-1.61104,-0.310681,-1.58831,-0.957849,-1.63685,-1.66535,-1.32407,-1.83019,-1.34675,-1.54035,0.0161833,1.40951,0.506329,0.342582,0.199681,0.732948,0.20427,0.383717,0.194593,0.189124,0.266049,0.160384,0.260083,0.214306
-6271.77,0.492421,0.210106,3,0,62.5465,26.0411,129.749,50.92,32.047,18.5936,46.3913,12.66,63.6468,168.652,56.8177,7.80925,0.183959,-0.68057,-1.07124,-1.61104,-0.310681,-1.58831,-0.957849,-1.63685,-1.66535,-1.32407,-1.83019,-1.34675,-1.54035,0.0161833,1.40951,0.506329,0.342582,0.199681,0.732948,0.20427,0.383717,0.194593,0.189124,0.266049,0.160384,0.260083,0.214306
-6271.96,0.973219,0.109028,5,0,63.0773,18.3172,132.49,52.4215,34.373,20.3932,46.4173,13.9817,65.3911,164.728,60.1549,6.20412,0.183571,-0.417679,-1.41834,-1.63957,-0.581073,-1.6239,-0.738119,-1.66584,-1.75441,-1.35453,-1.88854,-1.24611,-2.11682,0.212166,1.29204,0.658573,0.242116,0.194064,0.559298,0.197129,0.478012,0.189031,0.173008,0.258069,0.151292,0.287623,0.120414
-6270.92,0.932354,0.163165,4,0,63.3446,18.42,133.582,53.4898,32.8187,20.1248,45.5616,13.7476,64.4751,163.292,60.1852,6.88071,0.190698,-0.324114,-1.36131,-1.60146,-0.578571,-1.60568,-0.681037,-1.67918,-1.78037,-1.29887,-1.88241,-1.28525,-2.16784,0.235304,1.79545,0.723168,0.256325,0.201602,0.560699,0.200753,0.506092,0.186528,0.168575,0.272839,0.152224,0.276582,0.114425
-6273.17,0.777799,0.222356,3,0,60.6905,15.653,133.776,52.5994,32.853,19.9435,47.8424,13.1853,66.093,168.026,61.4968,6.94001,0.189716,-0.39492,-1.35402,-1.62077,-0.494929,-1.6167,-0.75262,-1.69006,-1.73576,-1.28505,-1.9093,-1.29132,-1.56633,0.250006,2.15976,0.673734,0.2582,0.197747,0.609614,0.198553,0.47113,0.184508,0.176266,0.276637,0.148184,0.274907,0.20881
-6270.07,0.994383,0.216152,3,0,51.2395,27.9832,129.229,47.4112,34.8013,18.6037,46.1848,15.0755,63.3097,162.325,59.7003,7.0239,0.203758,-1.15917,-1.23529,-1.57146,-0.061124,-1.62108,-0.796711,-1.65085,-1.54979,-1.22463,-1.8166,-1.19808,-1.88614,0.187608,1.41067,0.313747,0.290751,0.207741,0.940707,0.197685,0.450809,0.191887,0.212293,0.293867,0.162578,0.301773,0.151656
-6273.36,0.852199,0.334806,3,0,52.0492,14.9393,134.455,60.8454,35.207,17.9496,47.5988,14.7037,69.432,173.427,61.5206,7.52773,0.19137,-1.09681,-1.30372,-1.70363,0.0302425,-1.4994,-0.979058,-1.63385,-1.52968,-1.16551,-1.88676,-1.4441,-1.9313,0.125251,1.98189,0.333933,0.271519,0.182022,1.0307,0.223265,0.375665,0.195177,0.216604,0.311765,0.151562,0.235959,0.14496
-6273.31,0.761886,0.380753,2,0,60.845,21.9107,132.191,46.3043,37.9204,16.7171,48.3407,15.4465,66.4427,165.7,60.1083,6.81377,0.200232,-0.922443,-1.12109,-1.58981,-0.92436,-1.51872,-1.2166,-1.68922,-1.72091,-1.09594,-1.83596,-1.35499,-1.99631,0.158725,1.33315,0.397547,0.325925,0.203964,0.396785,0.218992,0.296236,0.184663,0.178904,0.334227,0.159461,0.257949,0.135836
-6274.18,0.372462,0.35682,3,0,61.6189,22.7591,129.283,48.2449,37.3549,16.4717,46.6244,15.2867,65.5995,167.141,60.8276,6.07389,0.193742,-0.975372,-1.11865,-1.56839,-0.813808,-1.51619,-1.17801,-1.6928,-1.71174,-1.06926,-1.80779,-1.37292,-1.81561,0.169893,1.46584,0.377052,0.326722,0.20838,0.443167,0.219548,0.307892,0.184003,0.180552,0.343261,0.164016,0.253367,0.162738
-6276.8,0.966246,0.14687,4,0,60.745,27.6593,132.58,48.8282,34.9464,15.7321,44.093,14.613,71.2993,158.197,58.6708,6.71126,0.194261,-0.414232,-1.35176,-1.58392,-0.668724,-1.50992,-1.44758,-1.70294,-1.5751,-1.1913,-1.86208,-1.4409,-2.24137,0.434645,1.71935,0.660848,0.258785,0.20517,0.512362,0.220927,0.235138,0.182147,0.206987,0.303826,0.15535,0.236715,0.106313
-6276.61,0.987693,0.212747,4,0,57.0087,19.2161,134.679,58.1045,36.7703,23.3796,48.8421,17.1893,72.9325,175.01,62.3644,6.27468,0.207951,-1.13803,-1.26478,-1.77055,-0.162736,-1.62626,-0.351866,-1.45088,-1.44089,-1.14662,-1.94707,-1.27927,-1.75548,0.0481612,1.7241,0.320451,0.282302,0.170239,0.849815,0.196663,0.703374,0.234363,0.236716,0.317708,0.142692,0.278241,0.172823
-6276.61,0.0707927,0.321001,3,0,57.0087,19.2161,134.679,58.1045,36.7703,23.3796,48.8421,17.1893,72.9325,175.01,62.3644,6.27468,0.207951,-1.13803,-1.26478,-1.77055,-0.162736,-1.62626,-0.351866,-1.45088,-1.44089,-1.14662,-1.94707,-1.27927,-1.75548,0.0481612,1.7241,0.320451,0.282302,0.170239,0.849815,0.196663,0.703374,0.234363,0.236716,0.317708,0.142692,0.278241,0.172823
-6281.38,0.990092,0.0715704,5,0,55.4135,25.6071,120.061,45.5846,35.3017,14.0456,44.0409,10.9707,68.1403,164.576,60.2936,8.26899,0.20551,-0.643547,-1.30939,-1.76769,-0.62077,-1.53426,-1.58989,-1.49598,-1.85003,-1.04369,-1.8115,-1.45345,-0.459175,0.125431,1.83405,0.525426,0.269985,0.170727,0.53753,0.215615,0.203948,0.224029,0.157232,0.352153,0.163408,0.233763,0.631805
