# stan_version_major = 2
# stan_version_minor = 1
# stan_version_patch = 0
# model = calibration_vary_psi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ../r/dump/cal_data_12taxa_mid_comp_v0.1.dump
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = ../output/12taxa_mid_comp_vary_psi_EPs_v0.3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_divergent__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12
-6270.6,0.909323,0.265179,3,0,60.8958,23.8753,126.028,49.8646,31.8851,18.476,45.0641,13.5918,72.3955,157.726,56.4311,7.66773,0.208179,-0.850276,-1.28567,-1.6049,-0.0410631,-1.50686,-0.69089,-1.51018,-1.47531,-1.02385,-1.84621,-1.25566,-1.31955,0.176759,1.69434,0.427297,0.276464,0.20091,0.959769,0.221605,0.50113,0.220869,0.228707,0.359208,0.157835,0.284888,0.267256
-6270.21,0.968992,0.265179,2,0,54.9182,24.4522,132.275,50.9991,34.0487,21.4748,44.0729,16.9529,66.5582,163.194,57.6543,7.79914,0.192507,-1.03022,-1.39432,-1.58931,-0.0952799,-1.55487,-0.68665,-1.63594,-1.69196,-1.05865,-1.81309,-1.29647,-1.27014,0.0770588,1.19828,0.356928,0.248001,0.204066,0.909118,0.211218,0.503259,0.19477,0.184157,0.346923,0.16315,0.273495,0.280792
-6271.45,0.983901,0.265179,3,0,62.2203,20.5782,135.507,52.9664,35.3654,19.0433,49.7936,13.4087,69.2818,167.581,68.4703,7.93792,0.203435,-0.811992,-1.1484,-1.62112,-0.140545,-1.53077,-0.851809,-1.60748,-1.39813,-1.1044,-1.85709,-1.14825,-1.23357,0.238369,2.05736,0.443973,0.317144,0.197676,0.868885,0.216368,0.426643,0.200392,0.247058,0.331409,0.156127,0.31719,0.291251
-6268.82,0.998656,0.265179,3,0,58.577,21.2573,130.985,55.9577,36.5934,18.861,46.5744,15.0839,71.8931,163.035,61.3801,6.6043,0.211191,-0.377625,-1.51792,-1.6095,-0.341359,-1.55779,-1.13032,-1.60168,-1.53714,-1.13328,-1.84698,-1.35295,-1.74529,0.272903,1.58564,0.685488,0.219168,0.199987,0.710804,0.210602,0.322929,0.201557,0.214996,0.321975,0.157713,0.258477,0.174595
-6270.76,0.761492,0.265179,2,0,64.3929,24.845,129.915,48.1022,36.0002,18.406,48.993,13.1702,72.7102,169.256,60.8489,7.1587,0.207197,-0.684607,-1.42269,-1.73378,-0.586892,-1.54472,-0.638756,-1.61849,-1.57453,-1.04582,-1.87776,-1.39304,-2.14916,0.14979,1.46459,0.504288,0.241065,0.176615,0.556053,0.213372,0.527949,0.198197,0.207104,0.351403,0.152932,0.24832,0.116581
-6270.01,0.982132,0.265179,3,0,59.8627,24.4866,133.793,48.6937,37.3681,21.8771,45.1263,13.9672,72.1065,166.341,56.221,6.69698,0.197228,-0.750257,-1.20246,-1.72339,-0.669943,-1.54902,-0.89471,-1.54766,-1.71478,-1.12694,-1.84385,-1.35815,-2.0834,0.0705985,1.4605,0.472245,0.300454,0.17846,0.511738,0.212455,0.408726,0.212745,0.180003,0.324023,0.158207,0.257136,0.124506
-6269.49,0.992907,0.265179,2,0,56.407,22.6522,129.475,46.9024,37.0922,19.2402,46.5276,13.3391,68.5093,170.326,61.1228,7.10138,0.207831,-0.834507,-1.21799,-1.65651,-0.576761,-1.57059,-0.557194,-1.58232,-1.7391,-1.14839,-1.85441,-1.2884,-2.08915,0.0249801,1.20649,0.434088,0.295823,0.190804,0.561715,0.207923,0.572814,0.205498,0.175678,0.317148,0.156546,0.275713,0.123792
-6272.75,0.791972,0.265179,3,0,56.1735,20.8397,127.153,53.1736,33.3792,18.9851,45.3561,12.6952,65.1775,149.157,59.3933,6.0634,0.19456,-1.08697,-1.25453,-1.61096,-0.420854,-1.54754,-0.891099,-1.5037,-1.6551,-1.2216,-1.9291,-1.15542,-2.14398,0.0455775,1.53469,0.337238,0.285209,0.199695,0.656486,0.21277,0.410205,0.222306,0.191074,0.294757,0.14528,0.314925,0.117187
-6272.81,0.991762,0.265179,2,0,54.0804,19.3543,121.584,49.3801,33.7973,19.4002,42.8738,15.3264,62.8686,161.666,54.1508,6.90131,0.220639,-0.969524,-1.19466,-1.69895,-0.24487,-1.60524,-0.551837,-1.55216,-1.65802,-1.15136,-1.80832,-1.42452,-2.16748,0.435409,1.86142,0.379263,0.302807,0.182876,0.782807,0.200841,0.575891,0.211791,0.190516,0.316205,0.163929,0.240624,0.114466
-6274.52,0.869173,0.265179,3,0,52.2379,21.6869,126.211,49.1735,35.2995,22.1505,43.464,15.0798,59.9408,159.688,54.5919,5.57242,0.214993,-1.2559,-1.20901,-1.70395,-0.579079,-1.5803,-0.436634,-1.53562,-1.62817,-1.21918,-1.84688,-1.34628,-2.1309,0.439223,1.66788,0.284821,0.298491,0.181964,0.560414,0.205914,0.646208,0.215322,0.196288,0.295471,0.157728,0.260207,0.118731
-6276.37,0.973472,0.265179,2,0,53.2553,23.2182,128.33,50.3483,34.7755,23.4665,45.2527,14.2865,59.355,158.896,54.8772,5.94217,0.216233,-1.14506,-1.141,-1.71562,-0.490868,-1.58168,-0.537277,-1.54415,-1.62636,-1.19724,-1.81815,-1.36735,-2.23174,0.16482,1.68411,0.318206,0.319499,0.179852,0.612095,0.20563,0.584337,0.213494,0.196644,0.302025,0.162326,0.254781,0.107342
-6272.76,0.97063,0.265179,3,0,55.1667,26.1915,130.011,53.9482,33.3159,16.51,43.869,15.4867,66.1152,161.653,63.8504,8.86641,0.214371,-0.956324,-1.28259,-1.71594,-0.132252,-1.61692,-1.04785,-1.57731,-1.69865,-1.14092,-1.86144,-1.49567,-0.495023,0.194942,1.79771,0.384303,0.277318,0.179795,0.876121,0.198509,0.35069,0.206529,0.182931,0.319526,0.155449,0.224099,0.609557
-6274.4,0.999089,0.265179,3,0,56.2294,16.9322,121.779,48.2834,33.2787,19.9198,45.0876,12.5791,66.0445,156.203,50.0352,9.71383,0.193877,-0.999559,-1.16918,-1.52465,-0.409971,-1.51101,-0.518957,-1.61983,-1.60909,-1.20975,-1.76197,-1.22931,0.298689,0.17781,1.52567,0.368042,0.310623,0.217696,0.66367,0.220687,0.595141,0.197933,0.20007,0.298271,0.171706,0.292495,1.34809
-6276.05,0.958441,0.265179,3,0,51.2955,29.1327,125.268,55.643,33.839,20.9536,45.1883,17.4556,65.5565,160.017,62.3158,8.95223,0.211381,-1.30145,-1.4217,-1.75775,-0.490606,-1.5378,-0.0787609,-1.59259,-1.4048,-1.07081,-1.92692,-1.38191,-0.534877,0.15115,1.66985,0.272137,0.241303,0.172433,0.612255,0.214853,0.924261,0.203398,0.245417,0.342731,0.145596,0.251097,0.585741
-6277.21,0.976004,0.265179,3,0,49.9121,21.5758,126.28,47.1442,36.4655,19.0174,44.5979,11.8502,67.4102,160.155,61.4775,10.1089,0.18602,-1.31413,-1.34781,-1.61538,-0.665971,-1.59771,-1.25317,-1.58283,-1.77988,-1.0044,-1.87211,-1.03373,0.0543605,0.00320003,1.19482,0.268707,0.259807,0.198816,0.513774,0.202359,0.285599,0.205393,0.168658,0.366265,0.153798,0.355676,1.05587
-6271.74,0.778634,0.265179,3,0,58.3038,20.3504,126.129,49.31,33.9652,19.097,44.6913,15.2444,68.5525,154.333,59.8927,8.5484,0.199814,-0.626699,-1.20641,-1.59728,-0.305145,-1.45732,-0.643957,-1.65195,-1.6868,-1.12314,-1.84145,-1.25431,-0.829462,0.475606,3.0669,0.534353,0.299269,0.202447,0.737017,0.23286,0.52521,0.191675,0.185111,0.325257,0.158588,0.285273,0.436284
-6272.33,0.881559,0.265179,3,0,60.0521,17.6406,127.184,50.7365,31.5953,22.6552,44.9548,14.6137,63.0297,156.152,59.1417,7.38254,0.195468,-0.769451,-1.1999,-1.616,-0.426462,-1.50751,-0.428222,-1.59167,-1.64339,-1.08254,-1.85505,-1.39627,-1.69602,0.617171,2.63856,0.463267,0.301223,0.198693,0.652815,0.221461,0.651667,0.203585,0.193324,0.338734,0.156446,0.247519,0.183412
-6276.7,0.775378,0.265179,2,0,61.473,16.618,125.971,50.8471,30.9698,22.6811,44.9913,14.4403,62.0326,159.287,60.7691,7.98127,0.196867,-0.776084,-1.18046,-1.59077,-0.382237,-1.49865,-0.381905,-1.58507,-1.66692,-1.12926,-1.86167,-1.40518,-1.86939,0.487919,2.91582,0.460205,0.307136,0.203768,0.682333,0.223432,0.68256,0.204933,0.188827,0.323271,0.155412,0.245324,0.154217
-6277.33,0.953094,0.265179,3,0,53.6302,22.1323,123.454,47.1003,30.7563,14.9585,43.543,14.0456,65.2884,155.598,50.8605,6.18288,0.175125,-1.02706,-1.14779,-1.63814,-0.704908,-1.5602,-1.4642,-1.71112,-1.4341,-1.27895,-1.79477,-1.30125,-1.98683,0.322025,2.13974,0.358059,0.317336,0.19434,0.494154,0.210094,0.231262,0.180664,0.238329,0.278328,0.166165,0.272193,0.13713
-6273.82,0.815296,0.265179,3,0,61.1324,18.2085,122.746,47.2089,32.2883,17.2242,43.37,11.9743,60.768,159.742,55.2543,6.95429,0.200642,-0.94447,-1.3626,-1.62786,-0.208215,-1.52162,-0.96489,-1.65431,-1.46469,-1.20353,-1.81742,-1.29713,-1.72089,0.180776,1.78771,0.388886,0.255993,0.196349,0.812033,0.218358,0.381025,0.191224,0.231149,0.300133,0.162445,0.273315,0.178907
-6277.89,0.870714,0.265179,3,0,53.5048,27.1333,126.724,52.7461,35.7213,18.6726,45.2353,13.3741,67.1847,162.97,62.0517,6.50418,0.203456,-0.611663,-1.2896,-1.69554,0.658176,-1.50858,-0.893312,-1.51078,-1.55638,-0.899411,-1.91159,-1.28689,-2.24458,0.240332,1.32552,0.542448,0.275381,0.1835,1.93127,0.221225,0.409298,0.220739,0.210899,0.406809,0.147845,0.276128,0.105972
-6274.29,0.891248,0.265179,3,0,53.6716,26.3829,125.518,53.0922,34.8934,18.5426,45.2163,13.8753,67.0195,160.601,61.8151,6.23864,0.203616,-0.788559,-1.23907,-1.70011,0.648054,-1.50645,-1.10058,-1.50075,-1.63049,-0.94058,-1.8897,-1.29278,-2.26596,0.215173,1.51603,0.454499,0.289653,0.182664,1.91182,0.221695,0.332678,0.222963,0.195834,0.390401,0.151118,0.274507,0.10373
-6276.45,0.89831,0.265179,2,0,53.1695,24.5672,124.225,53.1256,34.5535,17.2374,45.0883,13.4814,65.6926,163.443,60.8259,6.42295,0.200447,-0.790672,-1.27765,-1.69716,0.656973,-1.51506,-1.16258,-1.50187,-1.64658,-0.991741,-1.90105,-1.28296,-2.27408,0.309598,1.50112,0.45354,0.278692,0.183203,1.92894,0.219796,0.312679,0.222714,0.192707,0.37093,0.149412,0.277215,0.102891
-6287.31,0.850174,0.265179,3,0,55.9974,23.9986,137.762,55.605,35.0589,22.1173,50.6303,15.6453,70.696,175.693,60.0314,8.87938,0.193914,-0.884982,-1.48891,-1.58449,0.691867,-1.64128,-0.51726,-1.69666,-1.39601,-1.00027,-1.83562,-1.2392,-0.50497,0.0110722,2.16908,0.412722,0.225618,0.205052,1.99744,0.193732,0.596152,0.183294,0.247582,0.367782,0.159514,0.289614,0.603524
-6286.83,0.869976,0.265179,3,0,62.0583,23.5313,138.794,59.8443,42.3036,20.3388,48.7252,15.7152,78.2324,180.397,61.5907,5.93403,0.18522,-1.07224,-1.29807,-1.69931,0.692981,-1.4373,-0.967405,-1.56195,-1.68347,-1.14131,-1.93096,-1.45156,-2.23246,0.192073,1.41235,0.34224,0.273057,0.182811,1.99967,0.237569,0.380068,0.209727,0.185729,0.319401,0.145009,0.234206,0.107264
-6293.41,0.881315,0.265179,2,0,56.2257,20.9621,138.906,62.304,39.8152,22.1408,50.4821,13.8061,73.626,179.032,61.9802,8.87134,0.177563,-1.20681,-1.45244,-1.64933,0.692971,-1.45492,-0.436196,-1.61336,-1.39449,-1.14609,-1.94291,-1.48216,-2.24489,0.0755742,1.94374,0.299149,0.233999,0.192178,1.99965,0.233419,0.646491,0.199218,0.247959,0.317878,0.143287,0.227146,0.105939
-6301.91,0.819777,0.265179,2,0,55.6758,30.0507,146.899,59.267,36.6553,24.2142,49.8373,17.1575,78.2783,180.179,55.2026,5.31595,0.169826,-0.874867,-1.28644,-1.53792,0.693016,-1.52181,-0.632955,-1.59775,-1.62876,-1.21221,-1.91788,-1.433,-1.6467,0.492124,2.54459,0.416917,0.276254,0.214828,1.99974,0.218315,0.53102,0.202352,0.196173,0.29754,0.146918,0.238592,0.192685
-6295.17,0.985019,0.265179,3,0,56.7392,30.7143,149.279,59.0282,36.8897,24.3561,49.4191,17.2178,76.4625,176.965,56.6971,5.72819,0.169089,-0.900843,-1.31587,-1.5376,0.692986,-1.51631,-0.501898,-1.59296,-1.60638,-1.19971,-1.9126,-1.41165,-2.0682,0.52553,2.28049,0.406227,0.26824,0.214896,1.99968,0.219519,0.60538,0.203323,0.200612,0.301283,0.147696,0.243741,0.126413
-6290.62,0.950217,0.265179,3,0,56.9467,17.0151,127.29,52.855,34.3031,17.5909,45.9984,14.1754,72.9544,165.474,68.2046,11.5354,0.216182,-0.81069,-1.19952,-1.78566,0.692832,-1.71011,-1.33384,-1.4894,-1.62464,-1.11735,-1.79024,-1.24865,0.575715,0.00624429,1.36193,0.444551,0.301338,0.167686,1.99937,0.180846,0.263463,0.225507,0.196982,0.327145,0.166921,0.286891,1.7784
-6296.12,0.973933,0.265179,3,0,59.8023,14.7899,129.865,52.7009,35.5469,15.3977,45.7694,13.459,72.0387,175.181,62.4395,10.5303,0.21041,-0.48795,-1.07834,-1.69456,0.692968,-1.71508,-1.36701,-1.49291,-1.66157,-1.02583,-1.81652,-1.19347,-1.25637,0.00515025,1.23932,0.613884,0.34016,0.183679,1.99964,0.179949,0.254867,0.224717,0.189841,0.3585,0.16259,0.303168,0.284685
-6291.2,1,0.265179,3,0,56.0014,28.7438,135.071,57.7905,34.0935,22.8343,51.6066,16.9443,64.8856,168.522,74.5104,13.1245,0.19875,-1.1819,-1.34523,-1.58399,0.68647,-1.53838,-0.26868,-1.66516,-1.67667,-1.43322,-1.85091,-1.00323,-0.143857,0.430223,1.73308,0.306696,0.260478,0.205155,1.98669,0.214729,0.764388,0.18916,0.186995,0.238539,0.157095,0.366693,0.866011
-6280.44,0.922094,0.265179,3,0,60.4819,18.3273,129.605,47.8191,35.0501,16.4269,42.4332,14.7862,75.1588,163.591,52.6905,8.79453,0.204662,-0.971585,-1.28668,-1.71446,-0.778666,-1.6981,-1.3496,-1.5689,-1.51531,-0.892089,-1.83782,-1.50759,-1.75472,0.0338165,1.44511,0.378483,0.276187,0.180062,0.459018,0.183031,0.259344,0.208275,0.219741,0.409799,0.159164,0.221443,0.172955
-6274.87,0.966212,0.265179,3,0,53.7132,22.6828,123.601,50.269,33.8124,14.7873,47.8747,14.1353,65.0682,155.815,67.8672,11.032,0.199758,-0.845744,-1.21378,-1.6966,-0.629641,-1.6264,-1.26703,-1.595,-1.64957,-1.13445,-1.86734,-1.1669,0.457231,0.101978,1.44535,0.429238,0.297072,0.183305,0.532783,0.196636,0.281668,0.202909,0.192132,0.321599,0.154534,0.311331,1.57969
-6275.35,0.986898,0.265179,3,0,54.1117,26.3522,133.269,51.5409,31.3914,18.9146,45.7723,13.888,72.9777,168.771,60.851,9.57698,0.189092,-1.31034,-1.26671,-1.60997,-0.770568,-1.42803,-1.12571,-1.63106,-1.68219,-1.17967,-1.81168,-1.00524,-0.442819,0.277813,2.25848,0.269729,0.281757,0.199894,0.46275,0.23978,0.324422,0.195721,0.185966,0.307381,0.163379,0.365956,0.642224
-6279.27,0.871742,0.265179,3,0,68.0266,19.8839,139.915,58.6099,43.0253,22.848,51.8999,16.0589,71.6469,178.332,72.7545,7.91724,0.202185,-0.921882,-1.25136,-1.68008,-0.750945,-1.55549,-0.270456,-1.57104,-1.42184,-1.34291,-1.87624,-1.35905,-1.17809,0.0578,1.09829,0.39777,0.286116,0.18636,0.47192,0.211087,0.763032,0.207829,0.24127,0.261086,0.153166,0.256904,0.307866
-6279.27,0.507369,0.265179,3,0,68.0266,19.8839,139.915,58.6099,43.0253,22.848,51.8999,16.0589,71.6469,178.332,72.7545,7.91724,0.202185,-0.921882,-1.25136,-1.68008,-0.750945,-1.55549,-0.270456,-1.57104,-1.42184,-1.34291,-1.87624,-1.35905,-1.17809,0.0578,1.09829,0.39777,0.286116,0.18636,0.47192,0.211087,0.763032,0.207829,0.24127,0.261086,0.153166,0.256904,0.307866
-6275.14,0.96053,0.265179,3,0,68.8894,22.9251,137.365,58.1424,39.9452,23.3389,50.6281,14.5791,71.693,178.967,64.1772,6.2442,0.194726,-0.891629,-1.01575,-1.67827,0.079655,-1.64041,-0.412332,-1.56962,-1.66813,-1.2344,-1.89589,-1.3484,-2.28004,0.056251,1.63945,0.409987,0.36213,0.186697,1.08291,0.1939,0.662105,0.208124,0.1886,0.291009,0.150185,0.259654,0.102281
-6276.34,0.989721,0.265179,3,0,68.0446,25.8885,137.374,58.0614,40.6059,24.5589,49.5112,13.5241,72.1606,179.181,65.9176,6.80474,0.195005,-0.791742,-1.03576,-1.69905,0.0230113,-1.61026,-0.632157,-1.61645,-1.69359,-1.25792,-1.91203,-1.25581,-2.28496,0.0986781,1.6265,0.453055,0.354955,0.182857,1.02328,0.199835,0.531444,0.198602,0.183859,0.284246,0.147781,0.284846,0.101778
-6279.58,0.888127,0.265179,3,0,62.7858,23.2417,140.303,54.781,41.8355,22.0475,49.9473,15.3785,80.0391,179.543,66.1091,7.7593,0.187359,-0.836819,-1.25606,-1.61777,0.416736,-1.59481,-0.254882,-1.63381,-1.77115,-1.12389,-1.92043,-1.37062,-2.29798,0.0608179,1.7553,0.433086,0.284774,0.19834,1.517,0.202947,0.775008,0.195185,0.170137,0.325012,0.146544,0.25395,0.100462
-6288.06,0.924918,0.265179,3,0,59.6206,23.3633,150.039,54.1946,42.3116,24.0899,50.7221,13.6445,79.5718,184.881,67.4757,6.01969,0.18812,-0.547758,-1.3737,-1.6048,0.140829,-1.62321,0.0994607,-1.64911,-1.99059,-0.936478,-1.87258,-1.37548,-2.29915,0.0826618,2.09126,0.578245,0.253168,0.200929,1.15123,0.197264,1.10458,0.192221,0.136615,0.392006,0.153726,0.252718,0.100344
-6281.05,0.911731,0.265179,3,0,56.747,24.6,133.678,49.4474,35.6861,17.5187,49.6118,15.9194,72.7344,169.839,63.2629,7.85889,0.199761,-0.880303,-1.24369,-1.67738,0.632962,-1.55199,-0.850646,-1.56031,-1.15297,-1.1394,-1.83498,-1.34644,-2.28861,0.245719,1.73331,0.414657,0.288317,0.186863,1.88318,0.211826,0.427139,0.21007,0.315698,0.320012,0.159617,0.260166,0.101408
-6283.45,0.872843,0.265179,2,0,53.8843,29.416,134.231,49.5757,35.6692,19.245,49.1466,15.5549,71.2222,169.15,55.6358,7.40271,0.193088,-0.798975,-1.26009,-1.69488,0.633833,-1.53691,-0.561171,-1.55715,-1.17949,-0.966997,-1.88052,-1.34945,-2.26641,0.328384,1.65136,0.44979,0.283627,0.183621,1.88482,0.215045,0.57054,0.210737,0.307436,0.380223,0.152511,0.259382,0.103683
-6279.54,0.915978,0.265179,2,0,60.4702,28.575,136.062,49.9072,33.7025,20.4937,48.4121,16.4585,72.2101,171.107,55.5396,5.69759,0.185702,-1.02622,-1.40946,-1.72524,0.617149,-1.55119,-0.912742,-1.61806,-1.30099,-1.00463,-1.80424,-1.3078,-2.10133,0.127531,1.70637,0.35836,0.244276,0.178131,1.85364,0.211996,0.401422,0.198283,0.272261,0.366181,0.164599,0.270413,0.122294
-6282.21,0.878517,0.265179,3,0,55.1915,16.1082,142.231,56.8023,37.7551,17.5216,48.8417,14.2826,74.6801,160.893,66.5168,9.26384,0.210813,-1.22148,-0.984223,-1.59955,-0.552103,-1.56911,-1.01189,-1.65264,-1.883,-0.886064,-1.89117,-1.31018,-1.1982,0.0101656,1.27943,0.294794,0.373729,0.201988,0.575738,0.208231,0.363529,0.191544,0.152133,0.412275,0.150895,0.269772,0.301738
-6272.19,1,0.265179,3,0,57.9744,20.6975,136.199,48.5857,34.9799,19.4459,49.2182,14.3421,75.8692,181.357,67.1854,7.46925,0.202592,-1.02068,-1.26793,-1.66036,-0.706246,-1.57333,-1.01726,-1.54284,-1.6622,-1.08421,-1.73091,-1.02199,-1.75613,0.20657,1.48466,0.360348,0.281414,0.19007,0.493494,0.207354,0.361585,0.213772,0.18972,0.33817,0.177123,0.359877,0.172712
-6268.29,0.983937,0.265179,3,0,55.1663,24.7751,129.184,55.8497,35.3683,19.5591,44.5984,15.491,69.3942,162.316,60.3982,6.3188,0.185393,-0.789789,-1.31403,-1.61124,-0.351954,-1.57602,-0.90292,-1.58756,-1.49305,-1.06115,-1.9533,-1.47674,-1.98246,0.128258,1.51506,0.453941,0.268736,0.199641,0.703312,0.206797,0.405384,0.204423,0.224685,0.346059,0.141805,0.22838,0.13773
-6271.17,0.823242,0.265179,2,0,51.655,28.8525,124.372,56.3303,34.4912,18.1965,44.8543,14.976,70.5301,162.029,62.9463,6.01306,0.189208,-0.950956,-1.20265,-1.70211,-0.229004,-1.64204,-0.830423,-1.60221,-1.60242,-1.04109,-1.88176,-1.4276,-2.18728,0.24267,1.31775,0.386371,0.300396,0.182298,0.795326,0.193585,0.435865,0.20145,0.201408,0.35307,0.152323,0.239885,0.112221
-6274.84,0.879104,0.265179,3,0,57.8885,19.3285,125.785,46.1824,34.8845,17.7131,45.4258,14.2529,71.8962,162.734,56.3751,6.91584,0.21841,-0.585588,-1.24018,-1.78346,-0.866239,-1.61624,-0.993013,-1.56652,-1.63787,-0.946248,-1.86955,-1.18948,-2.15551,0.0600184,2.32432,0.556779,0.289332,0.168056,0.42053,0.198644,0.370459,0.20877,0.194394,0.388195,0.154192,0.304381,0.115844
-6272.95,0.809619,0.265179,3,0,53.0299,23.8669,123.471,49.2641,39.3303,20.9192,44.4266,13.5507,67.817,161.031,65.1772,6.07419,0.194093,-0.590961,-1.38269,-1.69249,-0.209521,-1.54138,-0.816719,-1.52343,-1.67924,-1.13388,-1.87961,-1.32961,-2.25087,0.0791331,1.54928,0.553795,0.250902,0.184061,0.810972,0.214086,0.441879,0.217963,0.186515,0.321784,0.152649,0.26458,0.105308
-6271.09,0.981063,0.265179,3,0,59.5824,18.4183,128.765,52.2366,30.7112,18.9877,45.6251,15.2398,65.507,160.665,53.2493,9.75813,0.205528,-0.88504,-1.43469,-1.67267,-0.118691,-1.54681,-1.21064,-1.60574,-1.43146,-1.16048,-1.87031,-1.35496,0.165783,0.0313162,1.52972,0.412698,0.238188,0.187746,0.888082,0.212925,0.298006,0.200741,0.238961,0.313335,0.154076,0.257959,1.18032
-6273.01,0.964823,0.265179,3,0,53.279,26.6083,127.197,50.4765,33.8014,14.2597,46.5778,14.1375,66.5789,159.753,67.0627,10.1277,0.194597,-1.15315,-1.29038,-1.61185,-0.290955,-1.51836,-1.53408,-1.62658,-1.68536,-1.35203,-1.84122,-1.21438,-0.578488,0.0250649,1.25226,0.315641,0.275167,0.199518,0.74755,0.21907,0.215653,0.196601,0.185379,0.258714,0.158624,0.296895,0.560746
-6269.11,0.933045,0.265179,3,0,62.6185,17.6489,134.134,51.033,35.9747,18.8704,45.5478,15.5662,67.0807,163.96,57.2255,10.8997,0.209405,-0.746705,-1.22489,-1.58265,-0.178247,-1.56516,-0.932091,-1.55845,-1.39412,-1.16526,-1.78698,-1.23984,-0.282511,0.329486,1.73955,0.473925,0.293789,0.205431,0.836736,0.209055,0.39373,0.210462,0.248052,0.311842,0.167465,0.289431,0.753888
-6267.37,0.888824,0.265179,3,0,56.8317,19.0475,126.481,49.652,35.3466,19.016,45.3962,16.0257,66.3218,154.638,55.6987,9.72172,0.203058,-1.19118,-1.20491,-1.59334,-0.592331,-1.57638,-1.02046,-1.56376,-1.61491,-1.13817,-1.87005,-1.29731,-0.0373235,0.101776,1.89314,0.303863,0.299719,0.203246,0.553037,0.206722,0.36043,0.209347,0.198909,0.320406,0.154116,0.273266,0.963364
-6269.5,0.903534,0.265179,2,0,53.4625,18.4664,121.832,50.3494,35.0119,18.2019,45.2074,13.6623,69.118,153.886,58.3414,8.6029,0.209791,-1.09274,-1.47057,-1.61859,-0.152433,-1.52587,-0.677883,-1.60353,-1.61295,-1.04662,-1.84077,-1.19266,-0.753393,0.0650716,2.05542,0.335298,0.229795,0.198178,0.858617,0.217431,0.507691,0.201184,0.199298,0.351122,0.158695,0.303413,0.470766
-6270.48,0.867073,0.265179,3,0,62.1155,25.2918,142.006,56.4383,36.8003,19.8764,50.4675,16.5587,77.6073,177.016,61.908,7.69917,0.181191,-0.926484,-0.972331,-1.70058,-0.592572,-1.62297,-0.800546,-1.63181,-1.59376,-1.14198,-1.8734,-1.38606,-2.11358,0.0710345,1.56582,0.395944,0.3782,0.182578,0.552903,0.197311,0.449084,0.195575,0.203161,0.319186,0.153601,0.250058,0.120805
-6268.87,0.964961,0.265179,3,0,54.0922,22.1437,132.726,49.4361,36.3367,18.6222,46.522,12.7427,72.3047,165.342,60.9844,6.16908,0.211288,-1.13031,-1.53621,-1.66577,-0.440641,-1.53262,-1.1924,-1.53872,-1.61818,-1.05254,-1.84039,-1.223,-1.65401,0.231686,1.90439,0.322932,0.215195,0.189044,0.643623,0.215969,0.303491,0.214657,0.19826,0.349051,0.158755,0.294345,0.191282
-6268.13,0.939817,0.265179,3,0,59.3385,23.5655,130.6,49.5216,33.737,21.2497,47.5298,15.755,69.8714,169.534,57.1715,7.16458,0.181947,-1.05896,-1.00779,-1.66363,-0.277361,-1.58216,-0.733596,-1.60395,-1.53585,-1.2172,-1.84968,-1.30307,-1.91379,0.0353953,1.57209,0.346818,0.365023,0.189449,0.757781,0.205531,0.480179,0.201101,0.215272,0.296057,0.157288,0.271698,0.14752
-6273.84,0.879034,0.265179,3,0,59.5186,24.2033,133.265,53.8408,33.9285,19.911,48.7895,17.7619,67.4704,172.982,56.7387,7.26191,0.197591,-0.984986,-0.959605,-1.66057,-0.798242,-1.5448,-0.589064,-1.67619,-1.43893,-1.11344,-1.84092,-1.32785,-1.87768,0.0222065,1.5519,0.373444,0.383044,0.19003,0.450119,0.213355,0.554846,0.187085,0.237182,0.328427,0.158672,0.265046,0.152945
-6278.27,0.653185,0.265179,3,0,59.0585,17.7111,131.582,53.2057,38.857,20.6051,48.4914,13.5834,73.3767,172.569,69.3311,7.24749,0.212904,-0.749924,-1.08396,-1.6667,0.21286,-1.51708,-0.820791,-1.53244,-1.55887,-1.19128,-1.73299,-1.17098,-2.26488,0.292466,1.40394,0.472402,0.338254,0.188869,1.23721,0.21935,0.440083,0.216008,0.210373,0.303832,0.176755,0.310061,0.103842
